Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Author,Total Review,Type Review
Kingdom,9.00,59861,11,52,"165,698","14,686",Unknown,Unknown,Publishing,"Jan  26, 2006 to ?","['Action', 'Award Winning']","['Historical', 'Military']","Hara, Yasuhisa (Story & Art)",46,"[42, 3, 1]"
Houseki no Kuni (Land of the Lustrous),8.96,38633,12,94,"123,674","13,693",Unknown,Unknown,Publishing,"Oct  25, 2012 to ?","['Action', 'Drama', 'Fantasy']",[],"Ichikawa, Haruko (Story & Art)",37,"[32, 4, 1]"
20th Century Boys,8.95,85594,13,28,"246,620","19,255",22,249,Finished,"Sep  27, 1999 to Apr  24, 2006","['Award Winning', 'Drama', 'Mystery', 'Sci-Fi']","['Historical', 'Psychological']","Urasawa, Naoki (Story & Art)",75,"[67, 6, 2]"
Real,8.94,19054,14,167,"83,949","3,676",Unknown,Unknown,Publishing,"Oct  28, 1999 to ?","['Drama', 'Sports']","['Psychological', 'Team Sports']","Inoue, Takehiko (Story & Art)",24,"[24, 0, 0]"
Ashita no Joe,8.94,16264,15,308,"50,574","4,141",20,171,Finished,"Jan  1, 1968 to May  13, 1973","['Drama', 'Slice of Life', 'Sports']",[],"Kajiwara, Ikki (Story), Chiba, Tetsuya (Art)",20,"[19, 0, 1]"
Monogatari Series: First Season,8.92,15687,16,271,"57,571","3,061",6,107,Finished,"Nov  1, 2006 to Jul  28, 2010","['Action', 'Comedy', 'Mystery', 'Romance', 'Supernatural']",[],"NISIO, ISIN (Story), VOFAN (Art)",13,"[13, 0, 0]"
Monogatari Series: Second Season,8.91,6650,17,778,"22,302",728,6,199,Finished,"Oct  27, 2010 to Dec  20, 2011","['Comedy', 'Drama', 'Mystery', 'Supernatural']",[],"NISIO, ISIN (Story), VOFAN (Art)",3,"[3, 0, 0]"
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen (Kaguya-sama: Love Is War),8.91,126693,18,25,"262,337","28,400",28,281,Finished,"May  19, 2015 to Nov  2, 2022","['Award Winning', 'Comedy']","['Romantic Subtext', 'School']","Akasaka, Aka (Story & Art)",110,"[93, 8, 9]"
Mikkakan no Koufuku (Three Days of Happiness),8.90,8614,19,639,"27,060","1,174",1,15,Finished,"Dec  25, 2013",[],[],"Miaki, Sugaru (Story)",16,"[13, 1, 2]"
Yotsuba to! (Yotsuba&!),8.89,53276,20,71,"150,173","15,919",Unknown,Unknown,Publishing,"Mar  21, 2003 to ?","['Award Winning', 'Comedy', 'Slice of Life']","['Childcare', 'Iyashikei']","Azuma, Kiyohiko (Story & Art)",41,"[41, 0, 0]"
GTO (GTO: Great Teacher Onizuka),8.88,64378,21,54,"164,492","11,184",25,208,Finished,"Dec  11, 1996 to Jan  30, 2002","['Action', 'Award Winning', 'Comedy', 'Drama', 'Ecchi']","['Delinquents', 'School', 'Workplace']","Fujisawa, Tooru (Story & Art)",45,"[38, 1, 6]"
3-gatsu no Lion (March Comes in Like a Lion),8.88,18230,22,227,"65,533","4,019",Unknown,Unknown,Publishing,"Jul  13, 2007 to ?","['Award Winning', 'Drama', 'Slice of Life']","['Childcare', 'Iyashikei', 'Strategy Game']","Umino, Chica (Story & Art)",15,"[15, 0, 0]"
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (Classroom of the Elite),8.87,30474,23,177,"81,703","7,960",14,110,Finished,"May  25, 2015 to Sep  25, 2019",[],"['Psychological', 'School']","Tomose, Shunsaku (Art), Kinugasa, Shougo (Story)",35,"[32, 1, 2]"
Koe no Katachi (A Silent Voice),8.86,143424,24,23,"264,445","22,228",7,64,Finished,"Aug  7, 2013 to Nov  19, 2014","['Award Winning', 'Drama']",[],"Ooima, Yoshitoki (Story & Art)",106,"[96, 9, 1]"
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen (Classroom of the Elite: Year 2),8.85,12923,25,498,"33,606","2,132",Unknown,Unknown,Publishing,"Jan  24, 2020 to ?",[],"['Psychological', 'School']","Tomose, Shunsaku (Art), Kinugasa, Shougo (Story)",6,"[2, 1, 3]"
Umineko no Naku Koro ni Chiru - Episode 8: Twilight of the Golden Witch (Umineko When They Cry Episode 8: Twilight of the Golden Witch),8.85,5823,26,1125,"15,941","1,468",9,42,Finished,"Jan  21, 2012 to Jun  22, 2015","['Drama', 'Fantasy', 'Mystery', 'Supernatural']",[],"Natsumi, Kei (Art), Ryukishi07 (Story)",11,"[10, 1, 0]"
Haikyuu!! (Haikyu!!),8.85,101889,27,34,"211,573","17,962",45,407,Finished,"Feb  20, 2012 to Jul  20, 2020","['Award Winning', 'Sports']","['School', 'Team Sports']","Furudate, Haruichi (Story & Art)",45,"[43, 2, 0]"
Monogatari Series: Final Season,8.85,4584,28,969,"18,064",476,6,231,Finished,"Sep  28, 2012 to Sep  18, 2014","['Comedy', 'Mystery', 'Supernatural']",[],"NISIO, ISIN (Story), VOFAN (Art)",0,"[0, 0, 0]"
Ookami to Koushinryou (Spice & Wolf),8.83,15425,29,244,"62,610","4,132",Unknown,Unknown,Publishing,"Feb  10, 2006 to ?","['Adventure', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Adult Cast', 'Historical']","Hasekura, Isuna (Story), Ayakura, Juu (Art)",9,"[9, 0, 0]"
Kaze no Tani no Nausicaä (Nausicaä of the Valley of the Wind),8.82,16344,30,279,"56,667","3,390",7,59,Finished,"Oct  9, 1982 to Feb  10, 1994","['Action', 'Adventure', 'Award Winning', 'Fantasy', 'Supernatural']",[],"Miyazaki, Hayao (Story & Art)",14,"[14, 0, 0]"
Akatsuki no Yona (Yona of the Dawn),8.82,46994,31,82,"131,411","13,849",Unknown,Unknown,Publishing,"Aug  5, 2009 to ?","['Action', 'Adventure', 'Fantasy', 'Romance']",[],"Kusanagi, Mizuho (Story & Art)",61,"[50, 9, 2]"
Mushoku Tensei: Isekai Ittara Honki Dasu (Mushoku Tensei: Jobless Reincarnation),8.81,33301,32,183,"80,145","7,265",26,330,Finished,"Jan  23, 2014 to Nov  25, 2022",[],"['Isekai', 'Reincarnation']","Rifujin na Magonote (Story), Sirotaka (Art)",51,"[38, 6, 7]"
86 (86—Eighty-Six),8.81,9484,33,436,"38,036","2,821",Unknown,Unknown,Publishing,"Feb  10, 2017 to ?","['Action', 'Drama', 'Sci-Fi']",[],"Shirabi (Art), Asato, Asato (Story)",14,"[11, 3, 0]"
Re:Zero kara Hajimeru Isekai Seikatsu (Re:ZERO -Starting Life in Another World-),8.80,19936,34,222,"67,061","5,225",Unknown,Unknown,Publishing,"Jan  23, 2014 to ?","['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']","Nagatsuki, Tappei (Story), Ootsuka, Shinichirou (Art)",15,"[13, 1, 1]"
Nana,8.79,42079,35,78,"134,560","11,176",21,84,On Hiatus,"May  26, 2000 to May  26, 2009","['Award Winning', 'Drama', 'Romance']","['Adult Cast', 'Love Polygon', 'Music']","Yazawa, Ai (Story & Art)",24,"[23, 1, 0]"
"Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de. (I sold my life for ten thousand yen per year.)",8.78,85094,36,61,"158,626","13,397",3,18,Finished,"Aug  10, 2016 to Oct  25, 2017",[],[],"Taguchi, Shouichi (Art), Miaki, Sugaru (Story)",92,"[80, 4, 8]"
Made in Abyss,8.77,52007,37,63,"155,850","10,172",Unknown,Unknown,Publishing,"Oct  20, 2012 to ?","['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",[],"Tsukushi, Akihito (Story & Art)",55,"[25, 13, 17]"
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. (My Youth Romantic Comedy Is Wrong, As I Expected)",8.77,19230,38,214,"69,509","4,151",18,168,Finished,"Mar  18, 2011 to Apr  20, 2021","['Comedy', 'Romance']","['Love Polygon', 'School']","Watari, Wataru (Story), Ponkan⑧ (Art)",23,"[19, 1, 3]"
Uchuu Kyoudai (Space Brothers),8.77,7920,39,485,"34,173","1,441",Unknown,Unknown,Publishing,"Dec  6, 2007 to ?","['Award Winning', 'Drama', 'Sci-Fi']","['Adult Cast', 'Space', 'Workplace']","Koyama, Chuuya (Story & Art)",7,"[7, 0, 0]"
One Punch-Man (One-Punch Man),8.75,230483,40,6,"468,328","38,134",Unknown,Unknown,Publishing,"Jun  14, 2012 to ?","['Action', 'Comedy']","['Parody', 'Super Power']","Murata, Yusuke (Art), ONE (Story)",57,"[45, 10, 2]"
Chainsaw Man,8.74,361824,41,4,"590,292","79,578",Unknown,Unknown,Publishing,"Dec  3, 2018 to ?","['Action', 'Award Winning', 'Supernatural']",[],"Fujimoto, Tatsuki (Story & Art)",355,"[273, 56, 26]"
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen (Ascendance of a Bookworm: I'll do Anything to Become a Librarian!),8.74,4059,42,1371,"13,751",906,Unknown,Unknown,Publishing,"Jan  25, 2015 to ?",[],"['Isekai', 'Reincarnation']","Shiina, You (Art), Kazuki, Miya (Story)",12,"[9, 2, 1]"
Kokou no Hito (The Climber),8.74,29602,43,135,"97,558","5,449",17,170,Finished,"Nov  1, 2007 to Oct  27, 2011","['Drama', 'Sports']",[],"Sakamoto, Shinichi (Story & Art)",45,"[42, 0, 3]"
Hunter x Hunter,8.73,121616,44,24,"264,090","23,174",Unknown,Unknown,Publishing,"Mar  3, 1998 to ?","['Action', 'Adventure', 'Fantasy']",[],"Togashi, Yoshihiro (Story & Art)",44,"[34, 7, 3]"
Tian Guan Cifu (Heaven Official's Blessing: Tian Guan Ci Fu),8.73,2887,45,2828,"6,939",853,6,Unknown,Finished,"Feb  4, 2021 to Mar  31, 2022","['Action', 'Adventure', 'Boys Love', 'Supernatural']",[],Mo Xiang Tong Xiu (Story),4,"[2, 1, 1]"
Hajime no Ippo (Hajime no Ippo: Fighting Spirit!),8.72,35363,46,169,"83,430","6,615",Unknown,Unknown,Publishing,"Sep  27, 1989 to ?","['Award Winning', 'Sports']",[],"Morikawa, George (Story & Art)",21,"[16, 3, 2]"
Mushishi,8.72,19044,47,179,"81,131","2,817",10,50,Finished,"Nov  1999 to Aug  25, 2008","['Award Winning', 'Fantasy', 'Mystery', 'Supernatural']","['Adult Cast', 'Historical', 'Iyashikei']","Urushibara, Yuki (Story & Art)",12,"[12, 0, 0]"
Utsuro no Hako to Zero no Maria (The Empty Box and Zeroth Maria),8.71,20057,48,126,"101,695","5,301",7,40,Finished,"Jan  10, 2009 to Jun  10, 2015","['Action', 'Drama', 'Horror', 'Mystery', 'Romance', 'Supernatural', 'Suspense']","['Psychological', 'School']","Mikage, Eiji (Story), Tetsuo (Art)",48,"[39, 5, 4]"
Shoujo Shuumatsu Ryokou (Girls' Last Tour),8.70,25231,49,236,"64,721","5,677",6,47,Finished,"Feb  21, 2014 to Jan  12, 2018","['Adventure', 'Award Winning', 'Slice of Life']",[],Tsukumizu (Story & Art),34,"[32, 2, 0]"
Kono Oto Tomare!,8.69,11715,50,400,"40,760","2,480",Unknown,Unknown,Publishing,"Aug  4, 2012 to ?",[],"['Performing Arts', 'School']","Sakura, Amyuu (Story & Art)",15,"[14, 1, 0]"
Death Note,8.69,222807,51,12,"387,656","31,612",12,108,Finished,"Dec  1, 2003 to May  15, 2006","['Supernatural', 'Suspense']",[],"Obata, Takeshi (Art), Ohba, Tsugumi (Story)",98,"[90, 5, 3]"
Beck (BECK: Mongolian Chop Squad),8.69,27339,52,192,"76,767","4,850",34,103,Finished,"Feb  17, 2000 to Jun  5, 2008","['Award Winning', 'Drama', 'Romance']",[],"Sakuishi, Harold (Story & Art)",29,"[28, 1, 0]"
"Sayonara Eri (Goodbye, Eri)",8.69,67561,53,124,"103,540","5,305",1,Unknown,Finished,"Apr  11, 2022",[],[],"Fujimoto, Tatsuki (Story & Art)",59,"[55, 3, 1]"
Sousou no Frieren (Frieren: Beyond Journey's End),8.68,27387,54,134,"97,785","5,060",Unknown,Unknown,Publishing,"Apr  28, 2020 to ?","['Adventure', 'Award Winning', 'Drama', 'Fantasy']",[],"Yamada, Kanehito (Story), Abe, Tsukasa (Art)",44,"[38, 3, 3]"
Yokohama Kaidashi Kikou,8.68,18173,55,205,"72,255","5,039",14,142,Finished,"Apr  25, 1994 to Feb  25, 2006","['Award Winning', 'Drama', 'Sci-Fi', 'Slice of Life']",[],"Ashinano, Hitoshi (Story & Art)",39,"[32, 2, 5]"
Kino no Tabi: The Beautiful World,8.68,2734,56,954,"18,386",534,Unknown,Unknown,Publishing,"Mar  10, 2000 to ?","['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",[],"Sigsawa, Keiichi (Story), Kuroboshi, Kouhaku (Art)",7,"[7, 0, 0]"
Akira,8.68,42366,57,88,"128,450","6,448",6,120,Finished,"Dec  6, 1982 to Jun  11, 1990","['Action', 'Award Winning', 'Sci-Fi']",[],"Otomo, Katsuhiro (Story & Art)",31,"[22, 5, 4]"
Dorohedoro,8.68,53922,58,51,"168,006","12,899",23,190,Finished,"Nov  30, 2000 to Sep  12, 2018","['Action', 'Comedy', 'Fantasy', 'Horror']",[],"Hayashida, Q (Story & Art)",52,"[48, 2, 2]"
Yagate Kimi ni Naru (Bloom into You),8.67,45806,59,128,"100,894","9,580",8,50,Finished,"Apr  27, 2015 to Sep  27, 2019","['Drama', 'Girls Love']",[],"Nakatani, Nio (Story & Art)",83,"[79, 3, 1]"
Solo Leveling,8.67,261365,60,7,"448,787","40,982",Unknown,201,Finished,"Mar  4, 2018 to May  31, 2023","['Action', 'Adventure', 'Fantasy']",[],"Chugong (Story), Jang, Sung-rak (Art), Disciples (Art)",238,"[147, 56, 35]"
The Horizon,8.67,38184,61,171,"82,470","4,309",3,21,Finished,"Mar  30, 2016 to Jul  21, 2016","['Adventure', 'Drama']",[],"Jeong, Ji-Hoon (Story & Art)",55,"[48, 7, 0]"
Shinyaku Toaru Majutsu no Index (A Certain Magical Index NT),8.67,4774,62,1240,"14,887","1,199",23,178,Finished,"Mar  10, 2011 to Jul  10, 2019","['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']",[],"Kamachi, Kazuma (Story), Haimura, Kiyotaka (Art)",8,"[8, 0, 0]"
Koten-bu Series,8.67,3238,63,995,"17,680",653,Unknown,Unknown,Publishing,"Oct  31, 2001 to ?","['Adventure', 'Mystery']",[],"Yonezawa, Honobu (Story)",6,"[5, 0, 1]"
Kozure Ookami (Lone Wolf & Cub),8.66,6865,64,354,"45,494","1,542",28,142,Finished,Sep  1970 to Apr  1976,[],"['Historical', 'Samurai']","Koike, Kazuo (Story), Kojima, Goseki (Art)",8,"[7, 1, 0]"
Natsume Yuujinchou (Natsume's Book of Friends),8.66,10770,65,375,"43,095","2,167",Unknown,Unknown,Publishing,"Jun  10, 2003 to ?","['Drama', 'Supernatural']",[],"Midorikawa, Yuki (Story & Art)",6,"[5, 1, 0]"
 Series (Zaregoto),8.66,4046,66,746,"23,065","1,167",Unknown,Unknown,Publishing,"Feb  5, 2002 to ?","['Action', 'Drama', 'Mystery', 'Supernatural']",[],"NISIO, ISIN (Story), Take (Art)",9,"[8, 1, 0]"
Kimi no Suizou wo Tabetai (I Want to Eat Your Pancreas),8.66,2784,67,2915,"6,743",381,1,10,Finished,"Jun  17, 2015","['Drama', 'Romance']",[],"Sumino, Yoru (Story)",2,"[2, 0, 0]"
Bungou Stray Dogs: Beast (Bungo Stray Dogs: Beast),8.65,4519,68,1435,"13,261",690,4,22,Finished,"Dec  26, 2019 to Jan  26, 2022","['Action', 'Supernatural']",[],"Asagiri, Kafka (Story), Hoshikawa, Shiwasu (Art)",2,"[2, 0, 0]"
ReLIFE,8.65,78907,69,60,"158,672","12,078",15,238,Finished,"Oct  12, 2013 to Mar  16, 2018","['Comedy', 'Drama', 'Romance', 'Slice of Life']",[],"Yayoi, Sou (Story & Art)",69,"[67, 1, 1]"
Overlord,8.65,21522,70,251,"61,393","3,978",Unknown,Unknown,Publishing,"Jul  30, 2012 to ?","['Action', 'Fantasy', 'Supernatural']","['Isekai', 'Video Game']","Maruyama, Kugane (Story), so-bin (Art)",14,"[12, 0, 2]"
Golden Kamuy,8.64,23796,71,153,"88,684","5,149",31,314,Finished,"Aug  21, 2014 to Apr  28, 2022","['Action', 'Adventure', 'Award Winning']",[],"Noda, Satoru (Story & Art)",27,"[25, 2, 0]"
Blue Period,8.64,34982,73,98,"118,778","8,204",Unknown,Unknown,Publishing,"Jun  24, 2017 to ?","['Award Winning', 'Drama']","['School', 'Visual Arts']","Yamaguchi, Tsubasa (Story & Art)",38,"[37, 0, 1]"
Violet Evergarden,8.64,5756,72,647,"26,644",742,2,13,Finished,"Dec  25, 2015 to Dec  26, 2016","['Drama', 'Fantasy']",[],"Akatsuki, Kana (Story), Takase, Akiko (Art)",5,"[4, 1, 0]"
Seishun Buta Yarou Series (Rascal Does Not Dream),8.63,5258,74,696,"24,871",973,Unknown,Unknown,Publishing,"Apr  10, 2014 to ?","['Drama', 'Romance', 'Supernatural']",[],"Kamoshida, Hajime (Story), Mizoguchi, Keiji (Art)",3,"[2, 1, 0]"
Tian Guan Cifu (Heaven Official's Blessing),8.63,3138,75,1936,"9,793",751,Unknown,Unknown,Publishing,"Oct  19, 2019 to ?","['Action', 'Adventure', 'Boys Love', 'Drama', 'Supernatural']",[],"Mo Xiang Tong Xiu (Story), STARember (Art)",3,"[2, 1, 0]"
"""Oshi no Ko"" ([Oshi No Ko])",8.63,63835,76,57,"161,251","12,778",Unknown,Unknown,Publishing,"Apr  23, 2020 to ?","['Drama', 'Supernatural']","['Reincarnation', 'Showbiz']","Akasaka, Aka (Story), Yokoyari, Mengo (Art)",98,"[67, 18, 13]"
Gintama,8.63,39056,77,144,"93,523","8,270",77,709,Finished,"Dec  8, 2003 to Jun  20, 2019","['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']","Sorachi, Hideaki (Story & Art)",27,"[25, 1, 1]"
Aria,8.63,9939,78,448,"37,046","2,552",12,67,Finished,"Feb  28, 2002 to Feb  29, 2008","['Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Slice of Life']",[],"Amano, Kozue (Story & Art)",19,"[17, 1, 1]"
Pluto (Pluto: Urasawa x Tezuka),8.63,42925,79,104,"116,183","5,301",8,65,Finished,"Sep  9, 2003 to Apr  1, 2009","['Action', 'Award Winning', 'Mystery', 'Sci-Fi', 'Suspense']",[],"Urasawa, Naoki (Story & Art), Tezuka, Osamu (Story)",36,"[32, 4, 0]"
Kono Subarashii Sekai ni Shukufuku wo! (Konosuba: God's Blessing on This Wonderful World!),8.62,16571,80,302,"51,795","2,818",17,127,Finished,"Oct  1, 2013 to May  1, 2020","['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody', 'Reincarnation']","Mishima, Kurone (Art), Akatsuki, Natsume (Story)",15,"[14, 1, 0]"
Veil,8.62,1520,82,2780,"7,070",362,Unknown,Unknown,Publishing,"Nov  15, 2019 to ?","['Drama', 'Romance', 'Slice of Life']",[],"Fukuda, Ikumi (Story & Art)",2,"[2, 0, 0]"
"Umarekawattemo Mata, Watashi to Kekkon shitekuremasu ka (Will you marry me again if you are reborn?)",8.61,9058,83,682,"25,374",846,4,26,Finished,"Oct  20, 2017 to Sep  20, 2019",[],[],"Morinaga, Miku (Story & Art)",21,"[21, 0, 0]"
Banana Fish,8.61,14006,84,289,"54,392","2,303",19,110,Finished,"Apr  13, 1985 to Mar  12, 1994","['Action', 'Adventure', 'Drama']",[],"Yoshida, Akimi (Story & Art)",15,"[13, 1, 1]"
Hi no Tori (1967) (Phoenix),8.61,3984,85,813,"21,389",728,16,19,Finished,"Dec  20, 1966 to Feb  1988","['Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural']","['Historical', 'Psychological', 'Space']","Tezuka, Osamu (Story & Art)",7,"[7, 0, 0]"
Suzumiya Haruhi Series,8.61,11682,86,445,"37,375","1,974",Unknown,Unknown,Publishing,"Jun  6, 2003 to ?","['Comedy', 'Drama', 'Sci-Fi', 'Supernatural']",[],"Tanigawa, Nagaru (Story), Itou, Noizi (Art)",9,"[9, 0, 0]"
Fata Morgana no Yakata: Anata no Genten ni Itaru Monogatari,8.61,715,87,6705,"2,742",357,5,21,Finished,"Aug  8, 2014 to Jan  14, 2016","['Drama', 'Horror', 'Mystery', 'Supernatural']",[],"Hanada, Keika (Story), Moyataro (Art)",1,"[1, 0, 0]"
Monogatari Series: Monster Season,8.61,1089,88,2873,"6,830",91,6,Unknown,Finished,"Jul  20, 2017 to Aug  19, 2021","['Comedy', 'Mystery', 'Supernatural']",[],"NISIO, ISIN (Story), VOFAN (Art)",2,"[2, 0, 0]"
Mob Psycho 100,8.62,45146,81,109,"113,256","5,599",16,109,Finished,"Apr  18, 2012 to Dec  22, 2017","['Action', 'Award Winning', 'Comedy', 'Supernatural']",[],ONE (Story & Art),14,"[12, 1, 1]"
Omniscient Reader,8.61,2816,89,3108,"6,330",891,Unknown,Unknown,Publishing,"Jan  20, 2022 to ?","['Action', 'Adventure', 'Fantasy']",[],sing N song (Story),9,"[9, 0, 0]"
Kaoru Hana wa Rin to Saku (The Fragrant Flower Blooms with Dignity),8.60,12847,90,394,"41,521","1,847",Unknown,Unknown,Publishing,"Oct  21, 2021 to ?","['Drama', 'Romance']",[],"Mikami, Saka (Story & Art)",30,"[24, 4, 2]"
Ginga Eiyuu Densetsu (Legend of the Galactic Heroes),8.60,2021,91,1957,"9,647",289,10,94,Finished,Nov  1982 to Nov  1987,"['Action', 'Adventure', 'Drama', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']","Tanaka, Yoshiki (Story), Katou, Naoyuki (Art), Kamoshita, Yukihisa (Art)",6,"[5, 1, 0]"
Tongari Boushi no Atelier (Witch Hat Atelier),8.60,18094,92,194,"76,491","4,491",Unknown,Unknown,Publishing,"Jul  22, 2016 to ?",[],[],"Shirahama, Kamome (Story & Art)",19,"[14, 4, 1]"
Ao Ashi,8.60,11142,93,632,"27,279","1,534",Unknown,Unknown,Publishing,"Jan  5, 2015 to ?","['Award Winning', 'Sports']",[],"Kobayashi, Yuugo (Story & Art), Ueno, Naohiko (Story)",18,"[17, 0, 1]"
Umineko no Naku Koro ni Chiru - Episode 7: Requiem of the Golden Witch (Umineko WHEN THEY CRY Episode 7: Requiem of the Golden Witch),8.59,5014,94,1556,"12,395",334,9,48,Finished,"Apr  13, 2011 to Mar  12, 2015","['Drama', 'Mystery', 'Supernatural', 'Suspense']",[],"Mizuno, Eita (Art), Ryukishi07 (Story)",2,"[2, 0, 0]"
Shigatsu wa Kimi no Uso (Your Lie in April),8.59,33268,95,189,"78,433","2,648",11,44,Finished,"Apr  6, 2011 to Feb  6, 2015","['Award Winning', 'Drama', 'Romance']","['Music', 'School']","Arakawa, Naoshi (Story & Art)",16,"[12, 4, 0]"
Shinseiki Evangelion (Neon Genesis Evangelion),8.58,48228,96,111,"109,846","7,539",14,97,Finished,"Dec  26, 1994 to Jun  4, 2013","['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Suspense']","['Mecha', 'Psychological']","Sadamoto, Yoshiyuki (Story & Art)",22,"[20, 2, 0]"
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai (JoJo's Bizarre Adventure Part 4: Diamond Is Unbreakable),8.57,59954,97,131,"100,381","6,447",18,174,Finished,"Apr  21, 1992 to Nov  21, 1995","['Action', 'Supernatural']",[],"Araki, Hirohiko (Story & Art)",21,"[20, 0, 1]"
Pandora Hearts,8.57,60178,98,49,"171,019","16,476",24,107,Finished,"May  18, 2006 to Mar  18, 2015","['Adventure', 'Fantasy', 'Mystery', 'Supernatural']",[],"Mochizuki, Jun (Story & Art)",93,"[87, 4, 2]"
Chihayafuru,8.57,13458,99,364,"44,443","2,583",50,252,Finished,"Dec  28, 2007 to Aug  1, 2022","['Award Winning', 'Drama']","['Love Polygon', 'Strategy Game']","Suetsugu, Yuki (Story & Art)",8,"[8, 0, 0]"
Wind Breaker,8.57,16992,100,341,"46,430","2,877",Unknown,Unknown,Publishing,"Dec  15, 2013 to ?","['Action', 'Drama', 'Sports']",[],"Jo, Yongseok (Story & Art)",10,"[10, 0, 0]"
Jibaku Shounen Hanako-kun (Toilet-Bound Hanako-kun),8.57,38546,101,113,"109,404","10,877",Unknown,Unknown,Publishing,"Dec  18, 2014 to ?",[],[],"Aida, Iro (Story & Art)",31,"[26, 1, 4]"
Skip to Loafer (Skip and Loafer),8.57,7646,102,530,"31,608","1,537",Unknown,Unknown,Publishing,"Aug  25, 2018 to ?","['Award Winning', 'Drama']",[],"Takamatsu, Misaki (Story & Art)",13,"[13, 0, 0]"
Mo Dao Zu Shi (Grandmaster of Demonic Cultivation: Mo Dao Zu Shi),8.57,2365,103,3871,"5,069",536,4,27,Finished,"Dec  8, 2016","['Action', 'Adventure', 'Boys Love', 'Mystery', 'Supernatural']",[],Mo Xiang Tong Xiu (Story),2,"[0, 1, 1]"
Spy x Family,8.56,122740,104,18,"294,187","19,940",Unknown,Unknown,Publishing,"Mar  25, 2019 to ?","['Action', 'Comedy']",[],"Endou, Tatsuya (Story & Art)",53,"[49, 4, 0]"
Souyaku Toaru Majutsu no Index,8.56,776,105,6357,"2,921",128,Unknown,Unknown,Publishing,"Feb  7, 2020 to ?","['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']",[],"Kamachi, Kazuma (Story), Haimura, Kiyotaka (Art)",1,"[1, 0, 0]"
Diamond no Ace Act II (Ace of the Diamond Act II),8.56,6924,106,1119,"15,997","1,017",34,309,Finished,"Aug  19, 2015 to Oct  26, 2022",[],"['School', 'Team Sports']","Terajima, Yuuji (Story & Art)",4,"[4, 0, 0]"
Rurouni Kenshin: Meiji Kenkaku Romantan (Rurouni Kenshin: Meiji Swordsman Romantic Story),8.56,46964,107,140,"96,077","7,229",28,259,Finished,"Apr  12, 1994 to Sep  21, 1999","['Action', 'Drama']","['Historical', 'Samurai']","Watsuki, Nobuhiro (Story & Art)",30,"[28, 2, 0]"
Kidou Senshi Gundam: The Origin (Mobile Suit Gundam: The Origin),8.56,3608,108,1251,"14,780",761,24,112,Finished,"Jun  25, 2001 to Jun  26, 2014","['Action', 'Award Winning', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']","Yasuhiko, Yoshikazu (Story & Art), Tomino, Yoshiyuki (Story)",2,"[2, 0, 0]"
Skip Beat!,8.56,38758,109,151,"90,315","9,157",Unknown,Unknown,Publishing,"Feb  15, 2002 to ?","['Comedy', 'Drama', 'Romance']","['Love Polygon', 'Showbiz']","Nakamura, Yoshiki (Story & Art)",58,"[54, 4, 0]"
One Outs,8.56,11447,110,510,"33,137","1,293",20,175,Finished,"Nov  14, 1998 to Aug  15, 2006",[],"['Adult Cast', 'Psychological', 'Team Sports']","Kaitani, Shinobu (Story & Art)",8,"[7, 1, 0]"
Otoyomegatari (A Bride's Story),8.56,15863,111,213,"69,533","2,570",Unknown,Unknown,Publishing,"Oct  14, 2008 to ?","['Award Winning', 'Romance']",[],"Mori, Kaoru (Story & Art)",21,"[20, 0, 1]"
Tobaku Datenroku Kaiji: One Poker-hen,8.56,3357,112,2361,"8,218",428,16,155,Finished,"Jun  3, 2013 to Aug  21, 2017",[],"['Adult Cast', 'High Stakes Game', 'Psychological', 'Strategy Game']","Fukumoto, Nobuyuki (Story & Art)",3,"[3, 0, 0]"
