Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Genres,Author,Recommended,Mixed Feelings,Not Recommended,Release date,Completed date
I Married the Male Lead's Dad,7.42,864,3521,5487,3444,21,4,28,Publishing,"['Fantasy', 'Romance']","['Go Eunchae', 'Eongsseu']",2,0,0,2020-11-30,2023-12-11
Reality Quest,7.42,1531,3522,3887,5045,33,4,28,Publishing,"['Action', 'Supernatural']","['Lee Joowoon', 'Taeseong']",0,0,0,2021-10-26,2023-12-11
Shingeki no Kyojin: Before the Fall (Attack on Titan: Before the Fall),7.42,14629,3569,401,40690,500,17,73,Finished,"['Action', 'Drama', 'Fantasy', 'Supernatural']","['Shiki Satoshi', 'Suzukaze Ryou']",2,2,1,2013-08-26,2019-03-26
Opapagoto,7.42,1053,3570,6735,2727,45,3,16,Finished,"['Comedy', 'Girls Love', 'Romance', 'Slice of Life']",['Shiraume Nazuna'],1,0,1,2013-09-26,2014-12-26
Date A Live: Tooka Dead End,7.42,388,3571,9056,1885,50,3,11,Finished,"['Romance', 'Sci-Fi']","['Inui Sekihiko', 'Tachibana Koushi']",0,0,0,2013-11-26,2014-10-25
Samurai Champloo,7.42,6107,3526,1349,13896,223,2,10,Finished,"['Action', 'Adventure', 'Comedy']",['Gotsubo Masaru'],2,1,0,2004-01-26,2004-09-25
Curry naru Shokutaku,7.42,3579,3529,1970,9600,100,49,534,Finished,"['Comedy', 'Gourmet', 'Romance']",['Funatsu Kazuki'],4,1,1,2001-01-18,2012-12-13
Sakende Yaruze! (Shout Out Loud!),7.42,508,3530,14015,1041,8,5,17,Finished,"['Boys Love', 'Comedy', 'Drama']",['Takaguchi Satosumi'],1,0,0,1996-01-30,2000-01-28
Omamori Himari,7.42,8098,3532,866,20182,325,12,75,Finished,"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",['Matra Milan'],3,0,3,2006-06-09,2013-09-09
Tales of the Abyss,7.42,747,3533,6703,2743,28,8,53,Finished,"['Action', 'Adventure', 'Fantasy']","['Rei', 'Bandai-Namco']",0,0,0,2005-10-27,2010-11-27
Love-Berrish!,7.42,6576,3534,1291,14466,125,5,25,Finished,"['Comedy', 'Romance']",['Haruta Nana'],2,2,1,2005-08-03,2007-05-01
Galism: Renai Joutou 3 Shimai,7.42,1321,3535,5829,3213,38,6,28,Finished,"['Comedy', 'Romance']",['Yokoyama Mayumi'],1,0,0,2005-11-05,2008-06-30
Kuruizaki no Hana (Demon Flowers),7.42,290,3537,14148,1026,36,5,24,Finished,"['Action', 'Fantasy', 'Supernatural']",['Hakase Mizuki'],0,1,0,2003-11-26,2006-08-25
Shin Tenchi Muyou! Ryououki (The All-New Tenchi Muyo!),7.43,553,3430,10543,1550,22,10,63,Finished,"['Comedy', 'Romance', 'Sci-Fi']",['Okuda Hitoshi'],0,0,1,2000-07-26,2005-12-09
Crash!,7.42,2456,3539,2748,7132,60,16,73,Finished,"['Comedy', 'Romance']",['Fujiwara Yuka'],1,1,0,2007-04-03,2013-11-02
Kare wa Tomodachi,7.42,2526,3542,3153,6255,43,7,28,Finished,"['Drama', 'Romance']",['Yoshioka Ririko'],6,1,3,2007-10-13,2010-01-13
Hakushaku to Yousei (The Earl & the Fairy),7.42,4745,3544,1480,12898,107,4,16,Finished,"['Fantasy', 'Romance', 'Supernatural']","['Tani Mizue', 'Ayuko']",4,3,4,2008-08-23,2010-04-24
Keppeki Shounen Kanzen Soubi (Clean-Freak Fully-Equipped),7.42,490,3545,13068,1146,4,2,11,Finished,"['Comedy', 'Romance']",['Tobina Touya'],0,0,0,2005-12-19,2007-04-20
Bitou Lollipop,7.42,1538,3546,4976,3841,37,7,34,Finished,"['Comedy', 'Romance', 'Slice of Life']",['Iketani Rikako'],3,0,2,2006-08-26,2009-07-25
Mahou Senki Lyrical Nanoha Force (Magical Record Lyrical Nanoha Force),7.42,788,3547,6969,2620,65,4,28,Publishing,"['Action', 'Fantasy', 'Sci-Fi']","['Higa Yukari', 'Tsuzuki Masaki']",0,0,0,2009-07-31,2023-12-11
Kizu,7.42,2931,3548,3720,5286,45,1,4,Finished,"['Drama', 'Supernatural']","['Otsuichi', 'Kiyohara Hiro']",2,1,0,2007-07-10,2007-12-10
Seitokai no Ichizon (Student Council's Discretion),7.42,600,3549,6999,2605,12,8,45,Finished,"['Comedy', 'Ecchi']","['Aoi Sekina', '10mo']",0,0,0,2008-06-20,2012-12-08
Kiken Chitai Danshi: Kedamono Black & White,7.42,707,3552,8201,2151,9,3,18,Finished,"['Comedy', 'Romance']",['Cocoro Ayumi'],0,0,0,2009-06-05,2010-02-20
Sonna Me de Mitekure,7.42,2608,3494,3447,5730,72,1,7,Finished,"['Boys Love', 'Comedy']",['Moukon Icchokusen'],3,0,0,2013-07-25,2014-06-30
Ore wo Suki nano wa Omae dake ka yo,7.42,651,3497,4633,4151,49,17,28,Finished,"['Comedy', 'Romance']","['Buriki', 'Rakuda']",1,0,0,2016-02-10,2022-01-08
An Eye for an Eye,7.42,1460,3498,5902,3167,40,4,75,Finished,"['Action', 'Drama']",['Byeongjang'],2,1,1,2014-12-03,2016-07-27
Otonari Complex,7.42,2248,3499,2185,8808,80,5,54,Finished,"['Comedy', 'Romance']",['Nonomura Saku'],2,0,0,2014-11-13,2022-08-27
Mahouka Koukou no Rettousei: Double Seven-hen,7.42,398,3500,8064,2196,5,3,32,Finished,"['Sci-Fi', 'Supernatural']","['Kitaumi Tsuna', 'Satou Tsutomu']",0,0,0,2016-10-18,2019-07-18
Sakura Quest,7.42,672,3501,6156,3023,8,5,28,Finished,"['Comedy', 'Slice of Life']",['Kohinata Iroha'],1,0,1,2017-05-12,2018-10-11
Kishuku Gakkou no Juliet (Juliet of Boarding School),7.41,3408,3592,2797,7014,155,4,1,Finished,"['Action', 'Comedy', 'Romance']",['Kaneda Yousuke'],3,0,0,2014-12-09,2023-12-11
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Gaiden",7.41,105,3593,19137,628,5,10,28,Finished,"['Action', 'Fantasy']","['Yanai Takumi', 'Kurojishi', 'Izuka Daisuke']",0,0,0,2012-09-25,2015-06-25
Koneko Hiroimashita,7.41,2434,3594,4089,4791,29,1,6,Finished,"['Drama', 'Slice of Life']",['Yohachi'],3,0,0,2015-09-10,2015-11-19
Miira no Kaikata (How to keep a mummy),7.41,573,3595,5429,3483,44,4,28,Publishing,"['Comedy', 'Slice of Life', 'Supernatural']",['Utsugi Kakeru'],1,0,0,2014-11-02,2023-12-11
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,7.41,220,3598,9302,1825,22,13,79,Finished,"['Comedy', 'Romance']","['Gintarou', 'Ebisu Seiji']",0,0,0,2016-08-20,2020-03-19
Black Clover: Abareushi no Sho,7.41,322,3599,11210,1423,16,1,4,Finished,"['Action', 'Comedy', 'Fantasy']","['Onda Johnny', 'Tabata Yuuki']",0,0,0,2016-08-04,2023-12-11
Rewrite:Side-Terra,7.41,107,3600,17904,700,10,4,27,Finished,"['Action', 'Supernatural']",['ZEN'],0,0,0,2016-09-27,2018-07-30
Sword Art Online Alternative: Clover's Regret,7.41,178,3601,14835,952,13,3,14,Finished,"['Action', 'Adventure', 'Sci-Fi']","['Ginta', 'Watase Souichirou']",0,0,0,2016-06-10,2018-08-10
Fukanzen na Hito no Tame ni (For imperfect people),7.41,1277,3602,6516,2839,46,2,12,Finished,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",['Higashi 385'],1,0,1,2016-12-25,2017-11-18
Kono Subarashii Sekai ni Nichijou wo!,7.41,582,3603,6924,2638,11,3,34,Finished,"['Comedy', 'Fantasy']",['Somemiya Suzume'],0,1,0,2016-09-27,2019-10-26
Yasei no Last Boss ga Arawareta!: Kokuyoku no Haou,7.41,4306,3606,1327,14159,179,4,28,Publishing,"['Action', 'Adventure', 'Fantasy']","['Hazuki Tsubasa', 'Fire Head']",3,0,0,2017-06-07,2023-12-11
Boku ga Shinu dake no Hyakumonogatari (100 Ghost Stories to Die For),7.42,672,3518,6882,2660,13,4,28,Publishing,"['Horror', 'Mystery', 'Supernatural']",['Matono Anji'],3,0,0,2020-12-25,2023-12-11
Toumei Otoko to Ningen Onna: Sonouchi Fuufu ni Naru Futari (The Invisible Man and His Soon-to-Be Wife),7.41,384,3587,8108,2180,10,4,28,Publishing,"['Comedy', 'Romance', 'Supernatural']",['Iwatobineko'],1,0,0,2021-11-28,2023-12-11
Kemono no Souja (The Beast Player),7.41,241,3624,12086,1281,9,11,66,Finished,"['Adventure', 'Drama', 'Fantasy', 'Slice of Life']","['Uehashi Nahoko', 'Takemoto Itoe']",0,0,0,2008-10-25,2016-01-26
Ratman,7.41,5906,3625,1354,13855,167,12,65,Finished,"['Comedy', 'Romance', 'Sci-Fi']",['Inui Sekihiko'],4,1,0,2007-06-26,2013-06-26
Fujimura-kun Mates,7.41,8518,3626,873,19941,220,8,97,Finished,"['Comedy', 'Romance']",['Shiki Seiichi'],6,0,1,2009-03-26,2013-07-25
Omamori Himari,7.41,209,3628,15296,908,44,4,25,Finished,"['Action', 'Romance', 'Supernatural', 'Ecchi']","['Matra Milan', 'Mikazuki Kougetsu']",0,0,0,2008-07-19,2010-01-20
Toaru Majutsu no Index SP (A Certain Magical Index SP),7.41,783,3629,8151,2164,3,1,4,Finished,"['Action', 'Comedy', 'Supernatural']","['Kamachi Kazuma', 'Haimura Kiyotaka']",1,0,0,2011-08-08,2023-12-11
Chocolat no Mahou,7.41,792,3630,7837,2275,110,4,28,Publishing,"['Award Winning', 'Drama', 'Horror', 'Supernatural']",['Rino Mizuho'],2,0,0,2008-09-03,2023-12-11
Xi Xing Ji,7.41,527,3607,7814,2284,30,4,28,Publishing,"['Action', 'Adventure', 'Fantasy']","['Deng Zhi Hui', 'Zheng Jian He']",3,0,0,2015-06-11,2023-12-11
Kobayashi-san Chi no Maid Dragon: Elma no OL Nikki (Miss Kobayashi's Dragon Maid: Elma's Office Lady Diary),7.41,1048,3608,4680,4103,53,4,28,Publishing,"['Comedy', 'Fantasy', 'Slice of Life']",['Kazama Ayami'],0,0,0,2017-08-25,2023-12-11
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita (Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside)",7.41,661,3610,5263,3607,35,4,28,Publishing,"['Adventure', 'Fantasy', 'Romance']","['Yasumo', 'Zappon']",0,0,0,2018-06-01,2023-12-11
Kono Kamen no Akuma ni Soudan wo!,7.41,481,3611,11063,1444,6,2,12,Finished,"['Comedy', 'Fantasy']","['Akatsuki Natsume', 'Somemiya Suzume']",0,0,0,2018-02-27,2019-01-26
"Around 30 dakedo, Hatsukoi desu. (I'm around thirty and finally in love.)",7.41,5265,3612,1305,14316,89,7,61,Finished,"['Comedy', 'Romance', 'Slice of Life']",['310'],6,2,0,2018-05-22,2021-05-21
Jishou Akuyaku Reijou na Konyakusha no Kansatsu Kiroku.,7.41,164,3616,22277,473,9,2,28,Finished,"['Comedy', 'Fantasy', 'Romance']","['Shiki', 'Hachipisuwan']",0,0,0,2017-04-27,2017-08-29
Touhou Chireikiden: Hansoku Tantei Satori,7.41,412,3617,11813,1320,17,4,28,Publishing,"['Fantasy', 'Mystery']","['ZUN', 'Ginmokusei', 'Akimaki Yuu']",2,0,0,2019-10-28,2023-12-11
"Kanojo, Hitomishirimasu (Rent-A-(Really Shy!)-Girlfriend)",7.41,3457,3620,1847,10268,200,4,28,Publishing,"['Comedy', 'Romance']",['Miyajima Reiji'],4,0,0,2020-06-21,2023-12-11
SK∞: Chill Out!,7.41,338,3622,12224,1264,27,1,26,Finished,"['Comedy', 'Sports']",['Toriyasu'],1,0,0,2021-01-11,2021-09-20
Tsukanoma no Ichika (A Brief Moment of Ichika),7.41,511,3623,9752,1725,26,3,31,Finished,"['Drama', 'Romance']",['Tadano Natsu'],1,0,0,2019-07-26,2021-03-26
Enchanter,7.41,682,3634,7183,2526,31,19,74,Finished,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Ecchi']",['Kawachi Izumi'],2,0,0,2002-08-26,2009-01-26
Gokkun! Pucho (Pixie Pop: Gokkun Pucho),7.41,2307,3636,4197,4642,95,3,15,Finished,"['Comedy', 'Fantasy', 'Romance']",['Tooyama Ema'],4,1,0,2004-03-03,2005-06-03
Suppli,7.41,684,3637,6185,3006,52,10,57,Finished,"['Romance', 'Slice of Life']",['Okazaki Mari'],1,0,0,2003-10-08,2009-11-07
Galaxy Angel 2nd (Galaxy Angel Beta),7.41,308,3639,17992,695,8,3,14,Finished,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",['Ootsuki Yuuko'],0,0,0,2004-07-26,2005-09-26
Psychometrer Eiji,7.41,1164,3640,4877,3925,37,25,213,Finished,"['Drama', 'Mystery', 'Supernatural']","['Kibayashi Shin', 'Asaki Masashi']",1,0,0,1996-04-03,2000-09-13
Kurokami (Black God),7.41,4284,3642,1233,14956,219,19,159,Finished,"['Action', 'Drama', 'Supernatural']","['Park Sung-Woo', 'Im Dal Young']",5,0,0,2004-12-03,2012-04-06
Endou Hiroki u (Tanpenshu),7.41,1872,3644,3711,5305,38,2,8,Finished,"['Drama', 'Sci-Fi', 'Slice of Life']",['Endo Hiroki'],1,1,0,1995-12-25,2001-02-10
Sundome,7.41,17157,3645,365,44338,1161,8,76,Finished,"['Comedy', 'Drama', 'Romance', 'Ecchi']",['Okada Kazuto'],35,1,6,2006-11-20,2009-11-20
Heads,7.41,4488,3647,1383,13640,101,4,36,Finished,"['Action', 'Drama', 'Mystery', 'Sci-Fi']","['Higashino Keigo', 'Mase Motoro']",3,0,1,2002-07-18,2003-04-24
Kyuukyoku Venus (Ultimate Venus),7.41,2189,3648,3083,6395,29,9,43,Finished,"['Drama', 'Romance']",['Shigematsu Takako'],2,0,0,2006-08-05,2009-12-05
Kirameki☆Gingachou Shoutengai (The Stellar Six of Gingacho),7.41,196,3651,18840,645,19,10,48,Finished,"['Comedy', 'Slice of Life']",['Fujimoto Yuuki'],0,0,0,2005-06-25,2009-02-27
Lucky Star Pocket Travelers,7.41,972,3652,7075,2571,32,1,7,Finished,"['Adventure', 'Comedy', 'Fantasy']","['Yoshimizu Kagami', 'Akariryuryuha']",0,0,0,2007-11-26,2008-01-01
Honoo no Mirage,7.41,128,3654,16250,821,13,40,28,Finished,"['Action', 'Boys Love', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Hamada Shoko', 'Kuwabara Mizuna', 'Toujou Kazumi']",0,0,0,1990-11-02,2004-04-27
Coppelion,7.41,2069,3658,2099,9149,151,26,226,Finished,"['Action', 'Drama', 'Sci-Fi']",['Inoue Tomonori'],1,0,0,2008-06-09,2016-02-20
Boku Girl,7.41,21281,3577,361,45140,1445,11,107,Finished,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",['Sugito Akira'],23,5,7,2013-12-12,2016-05-12
Tsubasa to Hotaru,7.41,3783,3578,1377,13728,123,11,55,Finished,"['Comedy', 'Romance']",['Haruta Nana'],3,2,0,2013-08-03,2017-11-02
Seishun Otome Banchou! (Queen Bee!),7.41,2788,3579,2731,7168,55,3,13,Finished,"['Comedy', 'Romance']",['Seino Shizuru'],4,0,0,2012-07-21,2014-01-11
Ao Haru Ride: Special Booklet,7.41,1986,3580,4137,4729,18,4,1,Finished,"['Romance', 'Slice of Life']",['Sakisaka Io'],0,0,0,2014-05-23,2023-12-11
Gekkan Shoujo Nozaki-kun Anthology,7.41,928,3582,5645,3331,11,1,16,Finished,"['Comedy', 'Romance']","['Tsubaki Izumi', 'mikimaki', 'Kawakami Masaki', 'Kuroha', 'namo', 'Minami Toutarou', 'Mijinkouka', 'Asakura Ryousuke', 'Nohara Yuta', 'Namisaki Yuka', 'Ichikawa Dan', 'Konkichi', 'Akino Kisara']",0,0,0,2014-08-22,2023-12-11
Uchi no Maou Kamimasen yo,7.41,2180,3583,3681,5346,57,4,39,Finished,"['Comedy', 'Slice of Life', 'Supernatural']",['Otousan'],4,0,0,2014-07-03,2015-11-26
Tori Kissa!,7.41,333,3584,13324,1113,13,7,46,Finished,"['Comedy', 'Fantasy']",['Nobuyoshi Samurai'],0,0,0,2014-10-18,2017-11-17
Kurosaki-kun no Iinari ni Nante Naranai (Defying Kurosaki-kun),7.4,4410,3705,1166,15527,256,19,88,Finished,"['Drama', 'Romance']",['Makino'],9,2,3,2014-01-11,2021-10-13
White Album 2,7.4,185,3706,12353,1247,21,4,23,Finished,"['Drama', 'Romance']","['Maruto Fumiaki', '2C=Galore']",2,0,0,2013-07-11,2015-10-22
Madoromi-chan ga Iku. (Go!Go! Madoromi-chan.),7.4,2177,3709,3155,6252,41,2,24,Finished,"['Comedy', 'Slice of Life']",['namo'],1,0,0,2013-02-26,2016-06-30
Moon Trick,7.4,168,3722,21409,511,11,4,28,Publishing,"['Boys Love', 'Fantasy', 'Supernatural']",['Morimoto Shuu'],0,0,0,2010-10-20,2023-12-11
Yajirobee,7.4,2518,3725,2756,7119,56,2,11,Finished,"['Drama', 'Slice of Life']",['Yamakawa Aiji'],4,0,0,2010-11-13,2011-12-01
"Papa no Iukoto wo Kikinasai! (Listen to me, girls. I am your father!)",7.4,2977,3726,3049,6446,21,3,15,Finished,"['Comedy', 'Romance', 'Ecchi']","['Takemura Youhei', 'Matsu Tomohiro']",1,0,0,2011-08-04,2012-10-19
Chibi Miku-san,7.4,269,3727,15637,876,26,4,28,Publishing,"['Comedy', 'Slice of Life']",['Minami'],0,0,0,2008-06-05,2023-12-11
Kuutei Kaiko Toshi,7.4,279,3730,9064,1883,4,4,16,Finished,"['Adventure', 'Fantasy', 'Sci-Fi']",['Ishizue Kachiru'],1,0,0,2010-04-28,2015-11-14
Nakanmon!,7.4,3244,3731,2583,7585,24,4,16,Finished,"['Comedy', 'Romance']",['Tsukishima Haru'],2,0,0,2011-11-24,2013-06-24
Boukyaku no Shirushi to Hime,7.4,605,3733,8938,1914,12,7,41,Finished,"['Comedy', 'Fantasy', 'Romance']",['Sou Tsukarou'],1,0,0,2011-11-26,2014-09-20
"Takane no Hana nara Ochitekoi!! (Lofty Flower, Fall for Me!!)",7.4,2021,3692,2067,9233,47,8,72,Finished,"['Comedy', 'Romance']",['Natsume Ayano'],7,0,0,2015-09-03,2019-06-20
Monster Musume no Iru Nichijou 4-koma Anthology (Monster Musume: I ♥ Monster Girls),7.4,746,3694,6031,3090,39,4,28,Publishing,"['Comedy', 'Fantasy']","['Nobuyoshi Samurai', 'Shiraha Mato', 'Horitomo', 'Shidou Mayuru', 'AHOBAKA', 'Tottori Sakyuu', 'Z-ton', 'Cool-kyou Shinja', 'Kanemaki Tomasu', 'nenemaru', 'Shake O', 'Advenchara', 'Kurokawa Otogi', '7010', 'Hinoshika Tamon', 'U-temo', '221', 'Tsunamino Yuu', 'Yamato Nadeshiko']",0,0,0,2015-08-12,2023-12-11
Zettai ni Hatarakitakunai Dungeon Master ga Damin wo Musaboru made (Lazy Dungeon Master),7.4,829,3695,5858,3195,37,17,136,Finished,"['Adventure', 'Comedy', 'Fantasy']","['Youta', 'Onikage Spanner']",3,0,0,2016-04-25,2022-06-25
Emperor to Issho (The Emperor and I),7.4,1941,3696,4227,4583,67,4,43,Finished,"['Comedy', 'Slice of Life']",['mato'],4,0,0,2015-10-28,2017-07-12
Ne Ne Ne,7.4,6786,3697,1328,14156,120,1,7,Finished,"['Comedy', 'Romance', 'Slice of Life', 'Supernatural']","['Hagiwara Daisuke', 'Otousan']",5,2,2,2016-07-12,2017-08-12
Tatoe Todokanu Ito da toshitemo (If I Could Reach You),7.4,4847,3698,1311,14254,278,7,37,Finished,"['Drama', 'Girls Love']",['tMnR'],10,0,1,2016-11-18,2020-10-17
Mobuko no Koi (A Side Character's Love Story),7.4,1219,3702,3260,6084,38,4,28,Publishing,"['Drama', 'Romance']",['Tamura Akane'],4,0,0,2017-03-25,2023-12-11
"Senpai! Imakara Kokurimasu! (I'll Win You Over, Sempai!)",7.4,1103,3703,5365,3521,32,5,30,Finished,"['Comedy', 'Romance']",['Shinmoto Shin'],1,0,0,2016-01-12,2019-05-01
Nanokakan Shokudou,7.4,631,3710,12840,1175,2,4,1,Finished,"['Romance', 'Slice of Life']",['Sanka Kumaru'],1,0,0,2021-06-23,2023-12-11
This Villainess Wants a Divorce!,7.4,3228,3712,2745,7143,58,6,118,Finished,"['Fantasy', 'Romance']","['Nokki', 'AhBin']",2,0,0,2018-12-31,2021-12-04
Ako to Bambi (Ako and Bambi),7.41,133,3588,17978,697,15,4,28,Publishing,"['Slice of Life', 'Supernatural']",['HERO'],1,0,0,2022-09-20,2023-12-11
Dream Away,7.4,206,3714,22131,480,7,4,58,Finished,"['Boys Love', 'Supernatural']",['Lee Hana'],0,0,0,2019-06-17,2020-09-01
The Return of the Disaster-Class Hero,7.4,4312,3715,1390,13585,89,4,28,Publishing,"['Action', 'Fantasy']","['Sanji Jiksong', 'Lee Beomgeun']",3,0,0,2021-12-23,2023-12-11
Charming the Duke of the North,7.39,705,3842,6316,2939,12,4,28,Publishing,"['Fantasy', 'Romance']","['Ju Siha', 'Eunhasu']",1,1,0,2022-05-08,2023-12-11
Mietemasu yo! Aizawa-san,7.39,363,3844,10113,1645,21,4,28,Publishing,"['Comedy', 'Supernatural']",['Odoroo Dorothy'],0,0,0,2022-06-30,2023-12-11
The Golden Forest,7.4,143,3717,26271,338,3,4,98,Finished,"['Fantasy', 'Romance']","['Yoon So-rie', 'Ryuhwa']",0,1,0,2021-02-01,2023-04-25
Matantei Loki,7.4,1068,3662,6361,2919,54,7,34,Finished,"['Comedy', 'Fantasy', 'Mystery', 'Romance', 'Supernatural']",['Kinoshita Sakura'],0,0,0,1999-01-12,2001-11-12
R.O.D:  (Read or Dream),7.4,779,3663,8364,2095,48,4,32,Finished,"['Action', 'Comedy', 'Drama']","['Kurata Hideyuki', 'Ayanaga Ran']",0,0,0,2002-10-19,2005-05-19
Shion no Ou: The Flowers of Hard Blood.,7.4,918,3665,6585,2804,15,8,50,Finished,"['Drama', 'Mystery']","['Katori Masaru', 'Ando Jiro']",0,0,0,2004-03-25,2008-04-25
Chuuka Ichiban!,7.4,523,3666,11467,1379,10,5,36,Finished,"['Comedy', 'Gourmet']",['Ogawa Etsushi'],0,0,0,1995-09-27,1996-10-19
Bloody Kiss,7.4,10037,3668,935,18805,245,2,8,Finished,"['Drama', 'Romance', 'Supernatural']",['Furumiya Kazuko'],3,0,3,2005-10-20,2007-06-20
Love♡Lucky!,7.4,2701,3669,3336,5964,53,7,63,Finished,"['Comedy', 'Romance', 'Ecchi']",['Katsu Aki'],6,0,0,2003-11-10,2006-10-23
Renri no Eda,7.4,843,3674,10477,1565,7,1,4,Finished,"['Drama', 'Romance']",['Toda Megumi'],0,0,0,2006-04-07,2023-12-11
Crystal☆Dragon,7.4,201,3677,14802,954,7,4,28,Publishing,"['Adventure', 'Drama', 'Fantasy', 'Romance']",['Ashibe Yuuho'],0,0,0,1981-02-24,2023-12-11
Emma,7.4,153,3679,18710,652,16,2,28,Finished,"['Romance', 'Slice of Life']","['Mori Kaoru', 'Kumi Saori']",0,0,0,2005-03-22,2005-10-29
Koe de Oshigoto!,7.4,3822,3680,1606,11884,154,10,60,Finished,"['Comedy', 'Romance', 'Ecchi']",['Konno Azure'],8,0,0,2008-05-26,2013-04-26
Sakura-hime Kaden (Sakura Hime: The Legend of Princess Sakura),7.4,4726,3681,1503,12699,244,12,55,Finished,"['Action', 'Drama', 'Fantasy', 'Romance']",['Tanemura Arina'],7,0,0,2008-12-01,2012-12-01
Kongou Banchou,7.4,3484,3682,1991,9481,119,12,115,Finished,"['Action', 'Comedy', 'Supernatural']",['Suzuki Nakaba'],9,0,0,2007-10-24,2010-03-10
Fate/kaleid liner Prisma☆Illya 2wei!,7.4,4252,3684,2277,8496,75,5,31,Finished,"['Action', 'Comedy', 'Fantasy']",['Hiroyama Hiroshi'],0,0,0,2009-04-26,2012-03-26
Baka to Test to Shoukanjuu (Baka & Test: Summon the Beasts),7.4,2153,3685,2434,7998,42,15,84,Finished,"['Comedy', 'Romance']","['Inoue Kenji', 'Yumeuta', 'Mattaku Mosuke']",0,0,0,2009-04-25,2016-07-26
Kaizoku to Ningyo (Pirate and Mermaid),7.4,462,3686,9351,1815,7,4,28,Publishing,"['Adventure', 'Boys Love', 'Fantasy', 'Romance']",['Kiuchi Tatsuya'],0,1,0,2007-12-19,2023-12-11
Ane Doki,7.4,19115,3687,489,34023,592,3,26,Finished,"['Comedy', 'Romance', 'Ecchi']",['Kawashita Mizuki'],12,1,0,2009-07-06,2010-01-18
Migawari Hakushaku no Bouken,7.4,1555,3689,4655,4133,16,6,32,Finished,"['Adventure', 'Drama', 'Mystery', 'Romance']","['Shibata Isuzu', 'Seike Mimori']",0,1,0,2008-06-10,2012-02-24
Cuticle Tantei Inaba (Cuticle Detective Inaba),7.4,485,3690,6936,2635,40,19,127,Finished,"['Action', 'Comedy', 'Mystery', 'Supernatural']",['Mochi'],1,0,0,2007-08-18,2017-03-18
Taimashi to Akuma-chan,7.4,1906,3736,3150,6259,58,4,60,Finished,"['Comedy', 'Fantasy']",['Tonami Shou'],1,0,0,2018-03-27,2020-03-27
Sekai no Owari ni Shiba Inu to (Doomsday with My Dog),7.4,597,3737,5969,3126,41,4,28,Publishing,"['Adventure', 'Comedy', 'Slice of Life']",['Ishihara Yuu'],1,0,0,2018-03-28,2023-12-11
Nana to Kaoru: Last Year,7.4,1018,3738,6171,3011,38,5,31,Finished,"['Comedy', 'Romance', 'Ecchi']",['Amazume Ryuta'],1,2,3,2018-11-29,2021-10-29
Who Invited You?,7.4,833,3739,9107,1870,26,5,28,Finished,"['Comedy', 'Drama', 'Romance']",['Lee Yun-hee'],1,0,0,2016-07-13,2017-11-15
Yuan Zun (Dragon Prince Yuan),7.4,1105,3740,5592,3374,42,4,28,Publishing,"['Action', 'Adventure', 'Fantasy']","['Dr. Daji', 'Li Hu']",3,1,0,2017-12-04,2023-12-11
Madoka no Himitsu (Madoka's Secret),7.4,1799,3741,5177,3665,43,1,7,Finished,"['Comedy', 'Drama', 'Slice of Life']",['Kingyobachi Deme'],3,0,0,2018-10-23,2019-03-26
Konyaku Haki kara Hajimaru Akuyaku Reijou no Kangoku Slow Life (Bad Young Woman's Slow Life in Prison Start From Disengagement),7.4,1845,3742,5510,3431,18,1,3,Finished,"['Comedy', 'Fantasy']","['Taira Miya', 'Yamazaki Hibiki']",2,0,0,2019-07-26,2019-09-26
"Ashita, Watashi wa Dareka no Kanojo (Tomorrow I Will Be Someone's Girlfriend)",7.4,687,3745,5733,3270,94,4,28,Publishing,"['Award Winning', 'Drama']",['Wono Hinao'],7,1,0,2019-05-03,2023-12-11
Sword Art Online: Progressive - Houei no Barcarolle (Sword Art Online: Progressive - Barcarolle of Froth),7.4,699,3746,9567,1763,7,2,17,Finished,"['Action', 'Fantasy', 'Romance']","['Kawahara Reki', 'Miyoshi Shiomi']",0,1,0,2018-04-28,2019-10-30
Innsmouth no Kage: Lovecraft Kessakushuu (H.P. Lovecraft's The Shadow Over Innsmouth),7.4,208,3747,15727,868,3,2,11,Finished,"['Horror', 'Mystery']","['Lovecraft H. P.', 'Tanabe Gou']",1,0,0,2020-05-12,2021-03-12
Honnou Switch (Changes of Heart),7.4,1913,3750,2840,6902,42,8,35,Finished,"['Drama', 'Romance']",['KUJIRA'],1,1,0,2018-06-01,2021-10-01
