Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Author,Total Review,Type Review
Tobaku Datenroku Kaiji,8.06,5069,639,1608,"11,857",268,13,131,Finished,Nov  2004 to Apr  2008,[],"['Adult Cast', 'Psychological', 'Strategy Game']","Fukumoto, Nobuyuki (Story & Art)",7,"[7, 0, 0]"
Yamamoto Zenjirou to Moushimasu,8.06,2378,640,2949,"6,652",84,5,20,Finished,"Feb  2007 to Aug  17, 2011","['Drama', 'Romance', 'Supernatural']",[],"Maki, Youko (Story & Art)",4,"[4, 0, 0]"
Clannad: Hikaru Mimamoru Sakamichi deClannad Official Another Story,8.06,805,641,5413,"3,482",43,2,11,Finished,"Jul  21, 2007 to Aug  21, 2008","['Drama', 'Romance']",[],"Maeda, Jun (Story), Key (Story), Fujii, Rino (Art)",0,"[0, 0, 0]"
D.Gray-man: Reverse,8.06,1461,642,3183,"6,181",120,3,8,Finished,"May  30, 2005 to Dec  3, 2010","['Action', 'Adventure', 'Fantasy', 'Supernatural']",[],"Hoshino, Katsura (Art), Kizaki, Kaya (Story)",2,"[2, 0, 0]"
Chichi no KoyomiA Journal of My Father,8.06,1713,643,3459,"5,696",86,1,12,Finished,"Apr  9, 1994 to Sep  24, 1994",[],[],"Taniguchi, Jiro (Story & Art)",3,"[3, 0, 0]"
Tengoku DaimakyouHeavenly Delusion,8.06,5883,644,701,"24,718",463,Unknown,Unknown,Publishing,"Jan  25, 2018 to ?","['Adventure', 'Sci-Fi']",[],"Ishiguro, Masakazu (Story & Art)",8,"[5, 2, 1]"
Watashi no Shiawase na KekkonMy Happy Marriage,8.06,3658,645,1108,"16,097",304,Unknown,Unknown,Publishing,"Dec  20, 2018 to ?","['Drama', 'Fantasy', 'Romance']","['Adult Cast', 'Historical']","Kousaka, Rito (Art), Agitogi, Akumi (Story)",5,"[4, 1, 0]"
Heesu in Class 2,8.06,2552,646,3520,"5,585",180,4,81,Finished,"Nov  15, 2017 to Jun  26, 2019",[],[],Lily (Story & Art),1,"[1, 0, 0]"
Winter Woods,8.05,3335,647,2207,"8,709",227,7,55,Finished,"Jul  13, 2014 to Jan  29, 2017","['Fantasy', 'Horror', 'Mystery', 'Romance']",[],"Cosmos (Story), VAN.J (Art)",5,"[3, 2, 0]"
Subete no Jinrui wo Hakai suru. Sorera wa Saisei Dekinai.Destroy all humankind. They can't be regenerated.,8.05,3869,648,1027,"17,331",348,Unknown,Unknown,Publishing,"Nov  26, 2018 to ?",[],"['Romantic Subtext', 'School', 'Strategy Game']","Yokota, Takuma (Art), Ise, Katsura (Story)",7,"[7, 0, 0]"
"Touhou Suichouka: Lotus Eater-tachi no SuiseiThe Lotus Eaters, Drunk and Sober",8.05,535,649,9770,"1,716",48,Unknown,Unknown,Publishing,"Nov  26, 2019 to ?","['Fantasy', 'Slice of Life']",[],"ZUN (Story), Mizutaki (Art)",3,"[2, 1, 0]"
"Josee to Tora to Sakana-tachiJosee, the Tiger and the Fish",8.05,1583,650,3713,"5,282",78,2,11,Finished,"Jan  6, 2020 to Oct  6, 2020","['Drama', 'Romance']",[],"Emoto, Nao (Art), Tanabe, Seiko (Story)",2,"[2, 0, 0]"
Saihate no PaladinThe Faraway Paladin,8.05,1910,651,2288,"8,442",102,Unknown,Unknown,Publishing,"Mar  25, 2016 to ?","['Adventure', 'Fantasy']","['Isekai', 'Reincarnation']","Rin, Kususaga (Art), Yanagino, Kanata (Story)",3,"[3, 0, 0]"
Zoku Hoshi Mamoru Inu,8.05,3013,652,3202,"6,153",63,1,4,Finished,"Jul  21, 2009 to Nov  2, 2009",[],[],"Murakami, Takashi (Story & Art)",2,"[2, 0, 0]"
Yamada-kun to 7-nin no MajoYamada-kun and the Seven Witches,8.05,53476,653,102,"116,178","5,238",28,246,Finished,"Feb  22, 2012 to Feb  22, 2017","['Comedy', 'Mystery', 'Romance', 'Supernatural']","['Harem', 'School']","Yoshikawa, Miki (Story & Art)",43,"[33, 9, 1]"
Chuunibyou demo Koi ga Shitai!,8.05,1717,654,2021,"9,349",188,4,Unknown,Finished,"May  24, 2011 to Dec  22, 2017","['Comedy', 'Romance']",[],"Ousaka, Nozomi (Art), Torako (Story)",3,"[3, 0, 0]"
Medaka Box Gaiden: Good Loser Kumagawa,8.05,1284,655,5043,"3,774",76,2,10,Finished,"Oct  10, 2012 to Nov  19, 2012",[],[],"NISIO, ISIN (Story), Akatsuki, Akira (Art)",0,"[0, 0, 0]"
Log Horizon,8.05,2505,656,1342,"13,972",281,Unknown,Unknown,Publishing,"Apr  13, 2010 to ?","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",[],"Touno, Mamare (Story), Hara, Kazuhiro (Art)",1,"[1, 0, 0]"
Museru kurai no Ai wo AgeruChoking on Love,8.05,1239,657,2780,"7,043",129,Unknown,Unknown,Publishing,"Oct  24, 2022 to ?",[],[],"Iwashita, Keiko (Story & Art)",2,"[2, 0, 0]"
Hidamari SketchSunshine Sketch,8.05,1649,658,2909,"6,735",350,Unknown,Unknown,Publishing,"Feb  28, 2004 to ?","['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'School', 'Visual Arts']","Aoki, Ume (Story & Art)",1,"[1, 0, 0]"
Ashita no Ousama,8.05,1615,659,4664,"4,108",69,10,53,Finished,1996 to  2001,[],[],"Yachi, Emiko (Story & Art)",5,"[5, 0, 0]"
Oboreru KnifeDrowning Love,8.05,1884,660,2705,"7,225",265,17,64,Finished,"Oct  13, 2004 to Dec  13, 2013","['Drama', 'Romance']","['School', 'Showbiz']","George, Asakura (Story & Art)",6,"[6, 0, 0]"
Adekan,8.05,2244,661,1911,"9,869",429,Unknown,Unknown,Publishing,"Jul  14, 2007 to ?",[],[],"Nao, Tsukiji (Story & Art)",8,"[6, 1, 1]"
Saiyuuki Reload Blast,8.05,659,662,4622,"4,151",33,Unknown,Unknown,Publishing,"Dec  28, 2009 to ?","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",[],"Minekura, Kazuya (Story & Art)",0,"[0, 0, 0]"
Kingdom Hearts: 358/2 DaysKingdom Hearts 358/2 Days,8.05,4572,663,1687,"11,257",461,5,35,Finished,"Aug  12, 2009 to Sep  12, 2012",[],[],"Amano, Shiro (Art), Nomura, Tetsuya (Story)",2,"[2, 0, 0]"
Steins;Gate,8.05,9167,664,666,"25,660",786,3,23,Finished,"Sep  26, 2009 to Jul  27, 2013","['Drama', 'Mystery', 'Sci-Fi']",[],"Nitroplus (Story), Sarachi, Yomi (Art)",3,"[3, 0, 0]"
Baraou no SouretsuRequiem of the Rose King,8.05,3230,665,976,"17,951",727,17,78,Finished,"Oct  4, 2013 to Jan  6, 2022","['Action', 'Drama', 'Supernatural']",[],"Kanno, Aya (Story & Art)",17,"[12, 2, 3]"
Nekota no Koto ga Kininatte Shikatanai.,8.04,4469,666,1680,"11,351",278,10,49,Finished,"Apr  3, 2013 to Dec  28, 2016","['Comedy', 'Romance']",[],"Oouta, Rie (Story & Art)",9,"[7, 1, 1]"
Imouto sae Ireba Ii.A Sister's All You Need.,8.04,1297,667,1963,"9,621",211,14,206,Finished,"Mar  18, 2015 to Feb  18, 2020","['Comedy', 'Romance']",[],"Hirasaka, Yomi (Story), Kantoku (Art)",7,"[6, 0, 1]"
The Legend of the Sun Knight,8.04,861,668,6046,"3,076",87,8,98,Finished,"Jul  9, 2007 to Nov  8, 2011","['Fantasy', 'Supernatural']",[],"Yu, Wo (Story), Ya Sha (Art)",4,"[4, 0, 0]"
Ouran Koukou Host Club Short Special,8.04,2475,669,3304,"5,998",19,Unknown,1,Finished,Nov  2010,[],[],"Hatori, Bisco (Story & Art)",1,"[0, 0, 1]"
Kagerou Daze,8.04,2624,670,1519,"12,576",974,8,81,Finished,"May  30, 2012 to Dec  29, 2017","['Comedy', 'Sci-Fi']",[],"Jin (Story), Sidu (Art)",2,"[1, 1, 0]"
Kimi ga Shinu made Koi wo ShitaiMy Wish Is to Fall in Love Until You Die.,8.04,1683,671,2837,"6,896",164,Unknown,Unknown,Publishing,"Aug  18, 2018 to ?","['Fantasy', 'Girls Love']",[],"Aono, Nachi (Story & Art)",2,"[2, 0, 0]"
The Remarried Empress,8.04,8233,672,856,"20,447",619,Unknown,Unknown,Publishing,"Oct  24, 2019 to ?","['Drama', 'Fantasy', 'Romance']",[],"Alphatart (Story), Sumpul (Art)",15,"[10, 3, 2]"
Zense Coupling,8.04,3562,673,2314,"8,343",114,7,61,Finished,"Apr  26, 2018 to Apr  16, 2020","['Romance', 'Supernatural']",[],"Kakitsubata, Waka (Story & Art)",4,"[4, 0, 0]"
Unmei no Hito ni Deau HanashiHow I Met My Soulmate,8.04,1455,674,2426,"7,999",152,Unknown,Unknown,Publishing,"Apr  24, 2021 to ?",[],[],Anashin (Story & Art),2,"[2, 0, 0]"
Shinsetsu Ookami to Koushinryou: Ookami to YouhishiWolf & Parchment: New Theory Spice & Wolf,8.04,623,675,3465,"5,686",72,Unknown,Unknown,Publishing,"Sep  10, 2016 to ?",[],[],"Hasekura, Isuna (Story), Ayakura, Juu (Art)",1,"[1, 0, 0]"
Full Moon wo Sagashite,8.04,18542,676,447,"37,093","1,906",7,35,Finished,"Dec  1, 2001 to Apr  30, 2004","['Comedy', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Music', 'Showbiz']","Tanemura, Arina (Story & Art)",19,"[19, 0, 0]"
Rough,8.04,2996,677,3009,"6,530",141,12,119,Finished,1987 to  1989,"['Comedy', 'Drama', 'Romance', 'Sports']","['School', 'Team Sports']","Adachi, Mitsuru (Story & Art)",5,"[3, 2, 0]"
Devilman,8.04,22564,678,298,"52,487","3,270",5,53,Finished,"Jun  11, 1972 to Jun  24, 1973","['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Sci-Fi', 'Supernatural']","['Mythology', 'Psychological', 'Super Power']","Nagai, Go (Story & Art)",26,"[17, 5, 4]"
Vassalord.,8.04,5424,679,1123,"15,924",602,7,36,Finished,"Nov  17, 2004 to Feb  15, 2013","['Action', 'Boys Love', 'Comedy', 'Fantasy', 'Mystery', 'Supernatural']",[],"Chrono, Nanae (Story & Art)",5,"[5, 0, 0]"
Ningen ShikkakuNo Longer Human,8.04,8957,680,462,"35,827",718,3,12,Finished,"Feb  6, 2009 to Apr  21, 2011",[],"['Historical', 'Psychological']","Furuya, Usamaru (Story & Art), Dazai, Osamu (Story)",14,"[10, 4, 0]"
Super no Ura de Yani Suu FutariSmoking Behind the Supermarket with You,8.04,6662,681,687,"25,091",542,Unknown,Unknown,Publishing,"Aug  25, 2022 to ?",[],"['Adult Cast', 'Romantic Subtext']",Jinushi (Story & Art),10,"[9, 1, 0]"
Umi ga Hashiru End Roll,8.03,473,682,5200,"3,641",29,Unknown,Unknown,Publishing,"Oct  6, 2020 to ?",[],[],"Tarachine, John (Story & Art)",2,"[2, 0, 0]"
Mushoku Tensei: Isekai Ittara Honki Dasu - Shitsui no Majutsushi-hen,8.03,1148,683,5276,"3,583",39,Unknown,Unknown,Publishing,"Dec  20, 2021 to ?",[],"['Isekai', 'Reincarnation']","Yoneda, Kazusa (Art), Rifujin na Magonote (Story)",0,"[0, 0, 0]"
Semantic Error,8.03,1609,684,3959,"4,941",154,Unknown,Unknown,Publishing,"Jul  27, 2020 to ?",[],[],"J. Soori (Story), Angy (Art)",2,"[2, 0, 0]"
Restart wa Onaka wo SukaseteRestart After Growing Hungry,8.03,1421,685,5954,"3,131",27,1,6,Finished,"Dec  27, 2019 to Aug  28, 2020","['Boys Love', 'Slice of Life']",[],Cocomi (Story & Art),0,"[0, 0, 0]"
Sakamoto Days,8.03,26587,686,158,"87,033","2,292",Unknown,Unknown,Publishing,"Nov  21, 2020 to ?","['Action', 'Comedy']",[],"Suzuki, Yuuto (Story & Art)",28,"[28, 0, 0]"
Watashi no Shiawase na KekkonMy Happy Marriage,8.03,585,687,4985,"3,817",114,Unknown,Unknown,Publishing,"Jan  15, 2019 to ?","['Drama', 'Fantasy', 'Romance']","['Adult Cast', 'Historical']","Agitogi, Akumi (Story)",0,"[0, 0, 0]"
Steins;Gate: Eigou Kaiki no Pandora,8.03,539,688,5670,"3,301",15,1,10,On Hiatus,"May  23, 2014 to Apr  24, 2015","['Drama', 'Sci-Fi']",[],"Takimoto, Masashi (Story), Torikai, Yasuyuki (Art)",1,"[1, 0, 0]"
"Re:Zero kara Hajimeru Isekai Seikatsu: Dai-2 Shou - Yashiki no Isshuukan-henRe:ZERO -Starting Life in Another World-, Chapter 2: A Week at the Mansion",8.03,5197,689,1384,"13,607",167,5,31,Finished,"Oct  25, 2014 to Oct  25, 2017","['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']","Fuugetsu, Makoto (Art), Nagatsuki, Tappei (Story)",1,"[1, 0, 0]"
High School DxD DX,8.03,588,690,6804,"2,688",41,Unknown,Unknown,Publishing,"Sep  17, 2011 to ?","['Comedy', 'Fantasy', 'Supernatural']",[],"Ishibumi, Ichiei (Story), Miyama-Zero (Art)",0,"[0, 0, 0]"
Pandora Hearts: Caucus Race,8.03,856,691,4076,"4,788",63,3,14,Finished,"Mar  26, 2011 to May  27, 2013","['Action', 'Fantasy', 'Supernatural']",[],"Mochizuki, Jun (Art), Wakamiya, Shinobu (Story)",1,"[1, 0, 0]"
About Death,8.03,5571,692,1390,"13,539",427,2,27,Finished,"Sep  5, 2012 to Feb  20, 2013","['Slice of Life', 'Supernatural']",[],"Sini (Story), Hyeono (Art)",7,"[5, 2, 0]"
Gokinjo MonogatariNeighborhood Story,8.03,3597,693,1692,"11,241",315,7,33,Finished,Feb  1995 to Oct  1997,[],[],"Yazawa, Ai (Story & Art)",2,"[2, 0, 0]"
Boku no Hatsukoi wo Kimi ni SasaguSecret Unrequited Love,8.03,9054,694,808,"21,436",414,12,71,Finished,"Aug  5, 2005 to Jul  5, 2008","['Award Winning', 'Romance', 'Slice of Life']",[],"Aoki, Kotomi (Story & Art)",8,"[7, 0, 1]"
"""Bungaku Shoujo"" SeriesBook Girl",8.03,1335,695,2900,"6,760",189,8,74,Finished,"Apr  28, 2006 to Aug  30, 2008","['Drama', 'Mystery', 'Romance']",[],"Nomura, Mizuki (Story), Takeoka, Miho (Art)",2,"[1, 1, 0]"
Hanbun no Tsuki ga Noboru Sora,8.03,444,696,7370,"2,449",20,8,41,Finished,"Oct  10, 2003 to Aug  10, 2006","['Drama', 'Romance', 'Slice of Life']",[],"Hashimoto, Tsumugu (Story), Yamamoto, Keiji (Art)",1,"[1, 0, 0]"
Moribito SeriesMoribito,8.03,424,697,6070,"3,063",35,10,Unknown,Finished,Jul  1996 to Feb  2007,"['Fantasy', 'Supernatural']","['Historical', 'Mythology']","Uehashi, Nahoko (Story)",0,"[0, 0, 0]"
Seiyuu Ka!Voice Over!: Seiyu Academy,8.03,6563,698,1215,"15,052",326,12,70,Finished,"Jun  20, 2009 to Feb  5, 2013","['Drama', 'Romance']","['Crossdressing', 'School', 'Showbiz']","Minami, Maki (Story & Art)",19,"[17, 1, 1]"
Omoide EmanonEmanon: Memories of Emanon,8.03,25046,699,254,"60,561","2,167",1,9,Finished,"Sep  19, 2006 to Jan  19, 2008",[],[],"Tsuruta, Kenji (Art), Kajio, Shinji (Story)",20,"[18, 1, 1]"
Tekkon KinkreetTekkonkinkreet: Black & White,8.02,3750,700,1287,"14,470",361,3,33,Finished,1993 to  1994,[],[],"Matsumoto, Taiyou (Story & Art)",2,"[1, 1, 0]"
Vampire JuujikaiThe Record of a Fallen Vampire,8.02,4433,701,1494,"12,744",385,9,44,Finished,"Aug  12, 2003 to Feb  10, 2007",[],[],"Shirodaira, Kyou (Story), Kimura, Yuri (Art)",20,"[18, 1, 1]"
Shoukoku no AltairAltair: A Record of Battles,8.02,2150,702,1422,"13,317",211,Unknown,Unknown,Publishing,"Jul  26, 2007 to ?","['Action', 'Award Winning', 'Fantasy']",[],"Katou, Kotono (Story & Art)",5,"[4, 1, 0]"
Detroit Metal CityDMC: Detroit Metal City,8.02,5627,703,1266,"14,657",457,10,114,Finished,"Apr  22, 2005 to Apr  23, 2010",[],"['Gag Humor', 'Music']","Wakasugi, Kiminori (Story & Art)",7,"[5, 2, 0]"
Rakudai Kishi no CavalryChivalry of a Failed Knight,8.02,3843,704,1060,"16,835",494,Unknown,Unknown,Publishing,"Jul  13, 2013 to ?","['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",[],"Won (Art), Misora, Riku (Story)",5,"[4, 1, 0]"
Aoharu x KikanjuuAoharu x Machine Gun,8.02,4274,705,1137,"15,779",617,18,84,Finished,"Jun  18, 2012 to Aug  17, 2019",[],"['Crossdressing', 'Team Sports']",NAOE (Story & Art),5,"[5, 0, 0]"
Fate/strange Fake,8.02,2145,706,2281,"8,452",205,Unknown,Unknown,Publishing,"Jan  10, 2015 to ?","['Action', 'Fantasy', 'Supernatural']",[],"Narita, Ryohgo (Story), Morii, Shizuki (Art)",3,"[3, 0, 0]"
The Fable: The Second Contact,8.02,876,707,4766,"4,014",26,9,86,Finished,"Jul  19, 2021 to Jul  10, 2023",[],[],"Minami, Katsuhisa (Story & Art)",2,"[1, 1, 0]"
Blue Lock: Episode Nagi,8.02,2456,708,2726,"7,164",91,Unknown,Unknown,Publishing,"Jun  9, 2022 to ?",[],[],"Kaneshiro, Muneyuki (Story), Sannomiya, Kouta (Art)",2,"[2, 0, 0]"
Leviathan,8.02,2830,709,2917,"6,718",164,Unknown,111,Finished,"Mar  12, 2018 to Apr  1, 2022","['Action', 'Fantasy']",[],"Noh, Miyoung (Art), Lee, Gyuntak (Story)",8,"[6, 2, 0]"
"Kakeochi GirlRun Away with Me, Girl",8.02,3747,710,2103,"9,122",270,3,19,Finished,"Oct  26, 2018 to Feb  25, 2020","['Drama', 'Girls Love', 'Slice of Life']",[],Battan (Story & Art),5,"[3, 2, 0]"
Gabai: Saga no Gabai Baachan,8.02,352,711,9337,"1,812",30,11,91,Finished,2005 to Apr  2010,"['Comedy', 'Slice of Life']",[],"Shimada, Yoshichi (Story), Ishikawa, Saburou (Art)",3,"[3, 0, 0]"
Voynich HotelThe Voynich Hotel,8.02,12544,712,535,"31,473","1,373",3,68,Finished,"Oct  17, 2006 to Mar  17, 2015","['Comedy', 'Horror', 'Ecchi']",[],"Dowman, Sayman (Story & Art)",9,"[9, 0, 0]"
Saint Seiya: The Lost Canvas - Meiou Shinwa Gaiden,8.02,1969,713,3940,"4,964",150,16,90,Finished,"May  19, 2011 to Mar  12, 2016","['Adventure', 'Drama', 'Fantasy']",[],"Kurumada, Masami (Story), Teshirogi, Shiori (Story & Art)",3,"[3, 0, 0]"
Ghost Hunt: Akumu no Sumu Ie,8.02,1470,714,4386,"4,390",51,3,23,Finished,"Jul  28, 2012 to Jul  28, 2016","['Horror', 'Mystery', 'Supernatural']",[],"Inada, Shiho (Art), Ono, Fuyumi (Story)",1,"[1, 0, 0]"
Tsubaki-chou Lonely Planet,8.02,16253,715,354,"45,359","1,358",14,85,Finished,"May  20, 2015 to Aug  20, 2019","['Drama', 'Romance']",[],"Yamamori, Mika (Story & Art)",17,"[12, 4, 1]"
Tokidoki,8.02,27795,716,362,"44,926",970,Unknown,1,Finished,"Oct  20, 2016","['Drama', 'Romance']",[],"Komi, Naoshi (Story & Art)",31,"[25, 6, 0]"
Ao no FlagBlue Flag,8.02,26302,717,249,"61,784","3,448",8,54,Finished,"Feb  1, 2017 to Apr  8, 2020",[],[],KAITO (Story & Art),68,"[40, 22, 6]"
Usemono Yado,8.01,2708,718,2249,"8,566",160,3,18,Finished,"Mar  27, 2014 to Oct  28, 2015",[],[],Hozumi (Story & Art),8,"[8, 0, 0]"
"Hokuhokusei ni Kumo to IkeGo with the Clouds, North-by-Northwest",8.01,1367,719,2252,"8,548",167,Unknown,Unknown,Publishing,"Mar  14, 2016 to ?","['Drama', 'Supernatural', 'Suspense']",[],"Irie, Aki (Story & Art)",4,"[3, 1, 0]"
Senryuu Shoujo,8.01,8891,720,556,"30,486",625,13,185,Finished,"Oct  19, 2016 to Apr  22, 2020","['Comedy', 'Slice of Life']",[],"Igarashi, Masakuni (Story & Art)",14,"[11, 3, 0]"
Amayo no TsukiThe Moon on a Rainy Night,8.01,624,721,6646,"2,757",49,Unknown,Unknown,Publishing,"Jun  12, 2021 to ?","['Drama', 'Girls Love']",[],Kuzushiro (Story & Art),2,"[2, 0, 0]"
SaiyuukiSaiyuki,8.01,6384,722,1008,"17,469",835,9,56,Finished,"Feb  18, 1997 to Jan  18, 2002","['Action', 'Adventure', 'Drama', 'Fantasy']",[],"Minekura, Kazuya (Story & Art)",7,"[5, 1, 1]"
ShigeshoushiThe Embalmer,8.01,3267,723,1346,"13,902",377,7,42,Finished,"May  8, 2002 to Apr  8, 2013","['Drama', 'Romance']",[],"Mihara, Mitsukazu (Story & Art)",5,"[5, 0, 0]"
MeruPuri: Märchen☆PrinceMeruPuri,8.01,12085,724,733,"23,492",855,4,22,Finished,Aug  2002 to Sep  2004,"['Comedy', 'Fantasy', 'Romance']",[],"Hino, Matsuri (Story & Art)",24,"[18, 3, 3]"
SunadokeiSand Chronicles,8.01,4849,725,1233,"14,926",378,10,21,Finished,"Aug  23, 2003 to Aug  2006","['Award Winning', 'Romance']",[],"Ashihara, Hinako (Story & Art)",8,"[6, 2, 0]"
Toradora!,8.01,11861,726,441,"37,530","1,057",Unknown,Unknown,Publishing,"Jul  27, 2007 to ?","['Drama', 'Romance']","['Love Polygon', 'School']","Takemiya, Yuyuko (Story), Zekkyou (Art)",5,"[5, 0, 0]"
Kingyosou,8.01,3602,727,2257,"8,535",108,2,9,Finished,"Aug  10, 2005 to Feb  10, 2007","['Drama', 'Romance']",[],"Fujitsuka, Yuki (Story & Art)",9,"[9, 0, 0]"
Toshokan Sensou: Love & WarLibrary Wars: Love & War,8.01,2447,728,2655,"7,366",257,15,90,Finished,"Sep  24, 2007 to Feb  10, 2015","['Action', 'Romance', 'Sci-Fi']","['Adult Cast', 'Military']","Arikawa, Hiro (Story), Yumi, Kiiro (Art)",7,"[5, 1, 1]"
Tokyo Ghoul,8.01,4803,729,1282,"14,506",418,3,17,Finished,"Jul  19, 2013 to Dec  19, 2014","['Action', 'Fantasy', 'Horror', 'Supernatural']",[],"Ishida, Sui (Art), Towada, Shin (Story)",2,"[2, 0, 0]"
Buttobi Itto,8.01,324,730,17571,720,18,26,103,Finished,1999 to  2007,"['Comedy', 'Sports']",[],"Monma, Motoki (Story & Art)",0,"[0, 0, 0]"
Mahou Shoujo Madoka★Magica,8.00,868,731,5175,"3,652",57,2,13,Finished,"Aug  14, 2011","['Drama', 'Fantasy']",[],"Ninomae, Hajime (Story)",0,"[0, 0, 0]"
Steins;Gate: Onshuu no Brownian Motion,8.00,1695,732,3943,"4,958",80,2,11,Finished,"Jul  30, 2010 to Apr  27, 2012","['Drama', 'Sci-Fi']",[],"Nitroplus (Story), Mizoguchi, Takeshi (Art)",5,"[5, 0, 0]"
10 Dance,8.00,1699,733,2903,"6,748",148,Unknown,Unknown,Publishing,"Dec  9, 2011 to ?","['Boys Love', 'Drama']",[],"Inoue, Satou (Story & Art)",5,"[4, 1, 0]"
Chichikogusa,8.00,1299,734,3004,"6,545",92,8,49,Finished,"Jan  15, 2013 to Mar  5, 2018",[],[],"Tagawa, Mi (Story & Art)",3,"[3, 0, 0]"
Kekkaishi,8.00,13400,735,567,"29,708",857,35,345,Finished,"Feb  18, 2004 to Apr  6, 2011","['Action', 'Adventure', 'Award Winning', 'Supernatural']",[],"Tanabe, Yellow (Story & Art)",8,"[8, 0, 0]"
Tokyo Babylon,8.00,7278,736,865,"20,177",809,7,18,Finished,1990 to  1993,"['Drama', 'Fantasy', 'Supernatural']",[],CLAMP (Story & Art),15,"[13, 2, 0]"
Life,8.00,5873,737,975,"17,952",587,20,80,Finished,"Apr  13, 2002 to Feb  13, 2009","['Award Winning', 'Drama', 'Slice of Life']","['Psychological', 'School']","Suenobu, Keiko (Story & Art)",20,"[19, 1, 0]"
Ginga Tetsudou 999,8.00,579,738,6534,"2,824",48,18,Unknown,Finished,Jan  1977 to Oct  1981,"['Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Sci-Fi']",[],"Matsumoto, Leiji (Story & Art)",0,"[0, 0, 0]"
Sumire♡16-sai!!,8.00,2442,739,2898,"6,763",173,5,52,Finished,"May  10, 2006 to Jan  5, 2009",[],[],"Nagayoshi, Takeru (Story & Art)",6,"[4, 2, 0]"
Mudazumonaki KaikakuThe Legend of Koizumi,8.00,2097,740,2122,"9,016",172,16,144,Finished,"Feb  8, 2006 to  2015","['Comedy', 'Drama']",[],"Oowada, Hideki (Story & Art)",1,"[1, 0, 0]"
Super Lovers,8.00,8382,741,742,"23,117",779,Unknown,Unknown,Publishing,"Oct  30, 2009 to ?","['Boys Love', 'Comedy', 'Drama']",[],"Abe, Miyuki (Story & Art)",10,"[9, 0, 1]"
Kono Subarashii Sekai ni Shukufuku wo! Spin-off: Kono Kamen no Akuma ni Soudan wo!,8.00,1266,742,4899,"3,901",26,1,7,Finished,"Sep  25, 2015 to Dec  25, 2015","['Comedy', 'Fantasy']",[],"Mishima, Kurone (Art), Akatsuki, Natsume (Story)",2,"[2, 0, 0]"
Kanata no AstraAstra Lost in Space,8.00,7831,743,914,"19,095",492,5,49,Finished,"May  9, 2016 to Dec  30, 2017","['Action', 'Award Winning', 'Sci-Fi']","['Space', 'Survival']","Shinohara, Kenta (Story & Art)",16,"[15, 0, 1]"
Chi no WadachiBlood on the Tracks,8.00,31183,744,132,"99,691","3,063",17,153,Finished,"Feb  24, 2017 to Sep  8, 2023","['Drama', 'Suspense']",[],"Oshimi, Shuuzou (Story & Art)",64,"[49, 10, 5]"
Viral Hit,8.00,6574,745,1077,"16,570",495,Unknown,Unknown,Publishing,"Nov  15, 2019 to ?",[],"['Martial Arts', 'School']","Kim, Jung-Hyun (Art), Park, Tae-Jun (Story)",8,"[8, 0, 0]"
SSS-Class Revival Hunter,8.00,9210,746,739,"23,293",635,Unknown,Unknown,Publishing,"Dec  31, 2020 to ?","['Action', 'Adventure', 'Fantasy']",[],"Bill K (Art), Sinnoa (Story)",10,"[9, 1, 0]"
Colette wa Shinu Koto ni ShitaColette Decides to Die,8.00,2513,747,1771,"10,712",213,20,129,Finished,"Nov  5, 2013 to Oct  5, 2021","['Fantasy', 'Romance']",[],"Yukimura, Alto (Story & Art)",1,"[1, 0, 0]"
Higurashi no Naku Koro ni - Dai 2-wa: Watanagashi-hen,8.00,513,748,10651,"1,523",53,2,12,Finished,"Oct  1, 2007 to Nov  1, 2007","['Drama', 'Horror', 'Mystery']",[],"Ryukishi07 (Story), Tomohi (Art)",0,"[0, 0, 0]"
Overlord,8.00,14112,749,377,"42,858","1,330",Unknown,Unknown,Publishing,"Nov  26, 2014 to ?","['Action', 'Comedy', 'Fantasy', 'Supernatural']","['Isekai', 'Video Game']","Miyama, Fugin (Art), Maruyama, Kugane (Story)",1,"[1, 0, 0]"
Sono Bisque Doll wa Koi wo SuruMy Dress-Up Darling,8.00,53911,750,74,"144,486","5,410",Unknown,Unknown,Publishing,"Jan  19, 2018 to ?",[],"['Otaku Culture', 'Romantic Subtext', 'School']","Fukuda, Shinichi (Story & Art)",24,"[16, 5, 3]"
Uruwashi no Yoi no TsukiIn the Clear Moonlit Dusk,8.00,4308,751,918,"19,069",465,Unknown,Unknown,Publishing,"Jul  21, 2020 to ?",[],[],"Yamamori, Mika (Story & Art)",10,"[8, 1, 1]"
